Restaurants_Name,photos_count,stars,review_count,distance_km,address,hours,attributes,categories,euros,main_category
Ishin,63.0,3.5,114.0,6.893408259417982,Bundesallee 20310717 Berlin,"{'Monday': '11:30 AM - 10:00 PM', 'Tuesday': '11:30 AM - 10:00 PM', 'Wednesday': '11:30 AM - 10:00 PM', 'Thursday': '11:30 AM - 10:00 PM', 'Friday': '11:30 AM - 10:00 PM', 'Saturday': '12:00 PM - 10:00 PM', 'Sunday': 'Closed'}","Takes Reservations,Offers Takeout,No Delivery,Classy, Casual","Japanese,Sushi",9,Restaurant
Nikko,,3.5,2.0,3.108622458794274,Hallerstr. 2810587 Berlin,"{'Monday': '11:00 AM - 9:30 PM', 'Tuesday': '11:00 AM - 3:00 PM', 'Wednesday': '11:00 AM - 9:30 PM', 'Thursday': '11:00 AM - 9:30 PM', 'Friday': '11:00 AM - 9:30 PM', 'Saturday': '3:00 PM - 9:30 PM', 'Sunday': '3:00 PM - 9:30 PM'}",,"Japanese,Sushi,Asian Fusion",9,Restaurant
KodamaJapanRestaurant,8.0,4.5,8.0,19.01387938416549,Bölschestr. 12112587 Berlin,"{'Monday': '12:00 PM - 10:00 PM', 'Tuesday': '12:00 PM - 10:00 PM', 'Wednesday': '12:00 PM - 10:00 PM', 'Thursday': '12:00 PM - 10:00 PM', 'Friday': '12:00 PM - 10:00 PM', 'Saturday': '12:00 PM - 10:00 PM', 'Sunday': '12:00 PM - 10:00 PM'}","Takes Reservations,Offers Delivery,Offers Takeout,Accepts Debit Cards","Japanese,Sushi",9,Restaurant
MorimoriRamen,10.0,5.0,4.0,3.7040445376408035,Oranienstr. 20110999 Berlin,"{'Monday': '12:00 PM - 11:00 PM', 'Tuesday': '12:00 PM - 11:00 PM', 'Wednesday': '12:00 PM - 11:00 PM', 'Thursday': '12:00 PM - 11:00 PM', 'Friday': '12:00 PM - 11:00 PM', 'Saturday': '1:00 PM - 11:00 PM', 'Sunday': '1:00 PM - 11:00 PM'}",,Ramen,,Restaurant
Tsukushiya,15.0,2.5,6.0,3.556266825418677,Dresdener Str. 1610999 Berlin,"{'Monday': '12:00 PM - 3:00 PM', 'Tuesday': '12:00 PM - 3:00 PM', 'Wednesday': '12:00 PM - 3:00 PM', 'Thursday': '12:00 PM - 10:30 PM', 'Friday': '12:00 PM - 3:00 PM', 'Saturday': '6:00 PM - 11:00 PM', 'Sunday': 'Closed'}","Takes Reservations,Offers Delivery,Offers Takeout,Good for Groups",Japanese,2,Restaurant
MenMen,19.0,3.5,11.0,6.00821873662814,Pannierstr. 5512047 Berlin,"{'Monday': '12:00 PM - 11:00 PM', 'Tuesday': '12:00 PM - 11:00 PM', 'Wednesday': '12:00 PM - 11:00 PM', 'Thursday': '12:00 PM - 11:00 PM', 'Friday': '12:00 PM - 11:00 PM', 'Saturday': '12:00 PM - 11:00 PM', 'Sunday': '12:00 PM - 12:00 AM (Next day)'}","Takes Reservations,Offers Takeout,No Delivery,Vegan Options",Ramen,9,Restaurant
Oishinbo,14.0,4.0,5.0,4.107128390422846,Lychener Str. 4610437 Berlin,"{'Monday': '12:00 PM - 12:00 AM (Next day)', 'Tuesday': '12:00 PM - 12:00 AM (Next day)', 'Wednesday': '12:00 PM - 12:00 AM (Next day)', 'Thursday': '12:00 PM - 12:00 AM (Next day)', 'Friday': '12:00 PM - 12:00 AM (Next day)', 'Saturday': '12:00 PM - 12:00 AM (Next day)', 'Sunday': '12:00 PM - 12:00 AM (Next day)'}",,"Cocktail Bars,Japanese,Tapas Bars",,Restaurant
Hako,,4.0,1.0,2.7644437836697158,Kastanienallee 16 - 1710435 Berlin,"{'Monday': '12:00 PM - 12:00 AM (Next day)', 'Tuesday': '12:00 PM - 12:00 AM (Next day)', 'Wednesday': '12:00 PM - 12:00 AM (Next day)', 'Thursday': '12:00 PM - 12:00 AM (Next day)', 'Friday': '12:00 PM - 12:00 AM (Next day)', 'Saturday': '12:00 PM - 12:00 AM (Next day)', 'Sunday': '12:00 PM - 12:00 AM (Next day)'}",,Ramen,9,Restaurant
ToriKatsu,19.0,3.0,42.0,3.736277050433368,Winterfeldtstr. 710781 Berlin,"{'Monday': '11:00 AM - 11:00 PM', 'Tuesday': '11:00 AM - 11:00 PM', 'Wednesday': '11:00 AM - 11:00 PM', 'Thursday': '11:00 AM - 11:00 PM', 'Friday': '11:00 AM - 11:00 PM', 'Saturday': '11:00 AM - 11:00 PM', 'Sunday': '11:00 AM - 11:00 PM'}","Takes Reservations,Offers Takeout,No Delivery,Many Vegetarian Options","Japanese,Food Stands",9,Restaurant
ThePandaNoodle,9.0,3.5,7.0,5.062601190160237,Lausitzer Platz 1210997 Berlin,"{'Monday': '12:00 PM - 9:00 PM', 'Tuesday': '12:00 PM - 9:00 PM', 'Wednesday': '12:00 PM - 9:00 PM', 'Thursday': '12:00 PM - 9:00 PM', 'Friday': '12:00 PM - 9:00 PM', 'Saturday': 'Closed', 'Sunday': '1:00 PM - 8:00 PM'}","No Reservations,No Delivery,Moderate Noise,Good For Kids",Ramen,9,Restaurant
Chotto,43.0,3.5,3.0,3.54469532910939,Kollwitzstr. 8410435 Berlin,{},Many Vegetarian Options,"Sushi,Ramen",9,Restaurant
Izakaya,,4.5,3.0,6.530488208922405,Hermann-Hesse-Str. 213156 Berlin,{},,"Tapas Bars,Japanese",9,Restaurant
LittleLong,70.0,2.0,1.0,5.05427971826074,Wiener Str. 6010999 Berlin,"{'Monday': '12:00 PM - 11:00 PM', 'Tuesday': '12:00 PM - 11:00 PM', 'Wednesday': '12:00 PM - 11:00 PM', 'Thursday': '12:00 PM - 11:00 PM', 'Friday': '12:00 PM - 12:00 AM (Next day)', 'Saturday': '12:00 PM - 12:00 AM (Next day)', 'Sunday': '12:00 PM - 12:00 AM (Next day)'}",Many Vegetarian Options,"Japanese,Asian Fusion",,Restaurant
HakoTsukeMen,9.0,5.0,1.0,6.155677309080539,Simon-Dach-Str. 4610245 Berlin,"{'Monday': '5:00 PM - 10:00 PM', 'Tuesday': 'Closed', 'Wednesday': '5:00 PM - 10:00 PM', 'Thursday': '5:00 PM - 10:00 PM', 'Friday': 'Closed', 'Saturday': 'Closed', 'Sunday': 'Closed'}",,Ramen,9,Restaurant
RamenxRamen,12.0,2.5,10.0,6.277846259502987,Gabriel-Max-Str. 210245 Berlin,"{'Monday': '12:00 PM - 12:00 AM (Next day)', 'Tuesday': '12:00 PM - 12:00 AM (Next day)', 'Wednesday': '12:00 PM - 12:00 AM (Next day)', 'Thursday': '12:00 PM - 12:00 AM (Next day)', 'Friday': '12:00 PM - 12:00 AM (Next day)', 'Saturday': '12:00 PM - 12:00 AM (Next day)', 'Sunday': '12:00 PM - 12:00 AM (Next day)'}",TV,Ramen,9,Restaurant
AkiTatsu,17.0,3.0,52.0,4.243435547931817,Adalbertstr. 9010997 Berlin,"{'Monday': '11:30 AM - 11:30 PM', 'Tuesday': '11:30 AM - 11:30 PM', 'Wednesday': '11:30 AM - 11:30 PM', 'Thursday': '11:30 AM - 11:30 PM', 'Friday': '11:30 AM - 11:30 PM', 'Saturday': '11:30 AM - 11:30 PM', 'Sunday': '2:00 PM - 11:30 PM'}","Offers Takeout,No Reservations,No Delivery,Outdoor Seating",Japanese,9,Restaurant
Dozo,,3.5,3.0,5.347107953563388,Leonhardtstr. 2414057 Berlin,"{'Monday': '12:00 PM - 11:00 PM', 'Tuesday': '12:00 PM - 11:00 PM', 'Wednesday': '12:00 PM - 11:00 PM', 'Thursday': '12:00 PM - 11:00 PM', 'Friday': '12:00 PM - 11:00 PM', 'Saturday': '12:00 PM - 11:00 PM', 'Sunday': '12:00 PM - 11:00 PM'}",Many Vegetarian Options,Japanese,9,Restaurant
ThamThaiSushi,7.0,4.5,12.0,16.15729405174665,Schönfließerstr. 516540 Hohen Neuendorf,"{'Monday': '11:00 AM - 10:00 PM', 'Tuesday': '11:00 AM - 10:00 PM', 'Wednesday': '11:00 AM - 10:00 PM', 'Thursday': '11:00 AM - 10:00 PM', 'Friday': '11:00 AM - 10:00 PM', 'Saturday': '11:00 AM - 10:00 PM', 'Sunday': '11:00 AM - 10:00 PM'}","Takes Reservations,Offers Delivery,Offers Takeout,Accepts Debit Cards","Japanese,Thai",9,Restaurant
MRTOKYO,20.0,3.5,3.0,13.005762612537058,Teltower Damm 2614169 Berlin,"{'Monday': '12:00 PM - 11:00 PM', 'Tuesday': '12:00 PM - 11:00 PM', 'Wednesday': '12:00 PM - 11:00 PM', 'Thursday': '12:00 PM - 11:00 PM', 'Friday': '12:00 PM - 11:00 PM', 'Saturday': '12:00 PM - 11:00 PM', 'Sunday': '12:00 PM - 11:00 PM'}","Offers Takeout,No Reservations,No Delivery,Accepts Debit Cards",Japanese,,Restaurant
Buya,17.0,4.0,7.0,25.00344841427052,Benkertstr. 1914467 Potsdam,"{'Monday': '11:00 AM - 10:00 PM', 'Tuesday': '11:00 AM - 10:00 PM', 'Wednesday': '11:00 AM - 10:00 PM', 'Thursday': '11:00 AM - 10:00 PM', 'Friday': '11:00 AM - 11:00 PM', 'Saturday': '11:00 AM - 11:00 PM', 'Sunday': '11:00 AM - 10:00 PM'}","Takes Reservations,No Delivery,Soy-Free Options,Vegan Options",Ramen,9,Restaurant
MITA,,3.5,2.0,7.205010066343715,Neue Bahnhofstr. 2610245 Berlin,"{'Monday': '11:00 AM - 11:00 PM', 'Tuesday': '11:00 AM - 11:00 PM', 'Wednesday': '11:00 AM - 11:00 PM', 'Thursday': '11:00 AM - 11:00 PM', 'Friday': '11:00 AM - 11:00 PM', 'Saturday': '12:00 PM - 11:00 PM', 'Sunday': '12:00 PM - 11:00 PM'}",Many Vegetarian Options,"Japanese,Vietnamese",9,Restaurant
TokyoHaus,18.0,3.5,30.0,5.284960305536222,Brandenburgische Str. 3010707 Berlin,"{'Monday': '4:00 PM - 11:00 PM', 'Tuesday': '4:00 PM - 11:00 PM', 'Wednesday': '4:00 PM - 11:00 PM', 'Thursday': '4:00 PM - 11:00 PM', 'Friday': '12:00 PM - 11:00 PM', 'Saturday': '12:00 PM - 11:00 PM', 'Sunday': '12:00 PM - 11:00 PM'}","Takes Reservations,Accepts Debit Cards,Quiet,Good for Groups","Japanese,BBQ & Barbecue",9,Restaurant
TTPSushi,39.0,3.5,86.0,4.751170700708069,Olivaer Platz 610707 Berlin,"{'Monday': '11:30 AM - 12:00 AM (Next day)', 'Tuesday': '11:30 AM - 12:00 AM (Next day)', 'Wednesday': '11:30 AM - 12:00 AM (Next day)', 'Thursday': '11:30 AM - 12:00 AM (Next day)', 'Friday': '11:30 AM - 12:00 AM (Next day)', 'Saturday': '11:30 AM - 12:00 AM (Next day)', 'Sunday': '11:30 AM - 12:00 AM (Next day)'}","Takes Reservations,Offers Delivery,Offers Takeout,Many Vegetarian Options","Sushi,Japanese",9,Restaurant
Chaparro,29.0,3.5,53.0,,Wiener Str. 14 a10999 Berlin,"{'Monday': '12:00 PM - 10:00 PM', 'Tuesday': '12:00 PM - 10:00 PM', 'Wednesday': '12:00 PM - 10:00 PM', 'Thursday': '12:00 PM - 10:00 PM', 'Friday': '12:00 PM - 11:00 PM', 'Saturday': '4:00 PM - 11:00 PM', 'Sunday': '4:00 PM - 10:00 PM'}","Offers Delivery,Offers Takeout,No Reservations,Vegan Options",Mexican,2,Restaurant
FridaDiego,13.0,4.0,21.0,3.3722672332503967,Fugger Str. 2810777 Berlin,"{'Monday': '5:00 PM - 12:00 AM (Next day)', 'Tuesday': '5:00 PM - 12:00 AM (Next day)', 'Wednesday': '5:00 PM - 12:00 AM (Next day)', 'Thursday': '5:00 PM - 12:00 AM (Next day)', 'Friday': '5:00 PM - 12:00 AM (Next day)', 'Saturday': '5:00 PM - 12:00 AM (Next day)', 'Sunday': '5:00 PM - 12:00 AM (Next day)'}","Takes Reservations,Offers Delivery,Offers Takeout,Many Vegetarian Options","Cocktail Bars,Mexican",9,Restaurant
SantaMaria,104.0,3.5,162.0,3.7040445376408035,Oranienstr. 17010999 Berlin,"{'Monday': '12:30 PM - 12:00 AM (Next day)', 'Tuesday': '12:30 PM - 12:00 AM (Next day)', 'Wednesday': '12:30 PM - 12:00 AM (Next day)', 'Thursday': '12:30 PM - 12:00 AM (Next day)', 'Friday': '12:30 PM - 12:00 AM (Next day)', 'Saturday': '12:30 PM - 12:00 AM (Next day)', 'Sunday': '12:30 PM - 12:00 AM (Next day)'}","Offers Takeout,No Reservations,No Delivery,Vegan Options",Mexican,2,Restaurant
TexMexCantina,43.0,3.5,60.0,1.3635407061604752,Georgenstr. 19810117 Berlin,"{'Monday': '11:00 AM - 11:00 PM', 'Tuesday': '11:00 AM - 11:00 PM', 'Wednesday': '11:00 AM - 11:00 PM', 'Thursday': '11:00 AM - 11:00 PM', 'Friday': '11:00 AM - 11:00 PM', 'Saturday': '11:00 AM - 11:00 PM', 'Sunday': '11:00 AM - 11:00 PM'}","Takes Reservations,Offers Takeout,No Delivery,Outdoor Seating",Mexican,9,Restaurant
BerlinBurritoCompany,21.0,3.5,28.0,3.200496224934241,Kastanienallee 5910119 Berlin,"{'Monday': '12:00 PM - 12:00 AM (Next day)', 'Tuesday': '12:00 PM - 12:00 AM (Next day)', 'Wednesday': '12:00 PM - 12:00 AM (Next day)', 'Thursday': '12:00 PM - 12:00 AM (Next day)', 'Friday': '12:00 PM - 12:00 AM (Next day)', 'Saturday': '12:00 PM - 12:00 AM (Next day)', 'Sunday': '1:00 PM - 9:00 PM'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards","Mexican,Takeaway & Fast Food",1,Restaurant
SandungaMezcaleria,,5.0,2.0,7.191775565077348,Boxhagenerstr. 5010245 Berlin,"{'Monday': '7:00 PM - 10:00 PM', 'Tuesday': '7:00 PM - 10:00 PM', 'Wednesday': '7:00 PM - 10:00 PM', 'Thursday': 'Closed', 'Friday': '7:00 PM - 10:00 PM', 'Saturday': '6:00 PM - 10:00 PM', 'Sunday': 'Closed'}","Takes Reservations,Offers Delivery,Offers Takeout,Moderate Noise",Mexican,9,Restaurant
Sombrero,38.0,4.0,66.0,4.803329135655547,Wrangelstr. 11 - 1212165 Berlin,"{'Monday': '5:00 PM - 12:00 AM (Next day)', 'Tuesday': '5:00 PM - 12:00 AM (Next day)', 'Wednesday': '5:00 PM - 12:00 AM (Next day)', 'Thursday': '5:00 PM - 12:00 AM (Next day)', 'Friday': '5:00 PM - 2:00 AM (Next day)', 'Saturday': '5:00 PM - 2:00 AM (Next day)', 'Sunday': 'Closed'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards","Mexican,Wine Bars,Cocktail Bars",2,Restaurant
MacheteBurritoBerlin,43.0,4.0,74.0,7.205010066343715,Neue Bahnhofstr. 2910245 Berlin,"{'Monday': '11:00 AM - 11:00 PM', 'Tuesday': '11:00 AM - 11:00 PM', 'Wednesday': '11:00 AM - 11:00 PM', 'Thursday': '11:00 AM - 11:00 PM', 'Friday': '11:00 AM - 11:00 PM', 'Saturday': '12:00 PM - 11:00 PM', 'Sunday': '12:00 PM - 11:00 PM'}","Takes Reservations,Offers Delivery,Offers Takeout,Accepts Debit Cards","Mexican,Tex-Mex,Vegan",1,Restaurant
Clubdelburro,15.0,4.5,4.0,6.513301879479494,Herrfurthstr. 3012049 Berlin,"{'Monday': '12:00 PM - 10:00 PM', 'Tuesday': '12:00 PM - 10:00 PM', 'Wednesday': '12:00 PM - 10:00 PM', 'Thursday': '12:00 PM - 10:00 PM', 'Friday': '12:00 PM - 10:00 PM', 'Saturday': '12:00 PM - 10:00 PM', 'Sunday': '12:00 PM - 10:00 PM'}","Offers Takeout,No Reservations,No Delivery,Accepts Debit Cards","Food Stands,Mexican,Latin American",,Restaurant
BerlinBurrito,50.0,4.0,84.0,3.516116149692876,Pallasstr. 2110781 Berlin,"{'Monday': '12:00 PM - 10:00 PM', 'Tuesday': '12:00 PM - 10:00 PM', 'Wednesday': '12:00 PM - 10:00 PM', 'Thursday': '12:00 PM - 10:00 PM', 'Friday': '12:00 PM - 10:00 PM', 'Saturday': '12:00 PM - 10:00 PM', 'Sunday': '1:00 PM - 9:00 PM'}","Offers Takeout,No Reservations,No Delivery,Outdoor Seating","Mexican,Food Stands",2,Restaurant
Girasol,51.0,4.0,94.0,4.155308873810125,Raumerstr. 3010437 Berlin,"{'Monday': '11:00 AM - 12:00 AM (Next day)', 'Tuesday': '11:00 AM - 12:00 AM (Next day)', 'Wednesday': '11:00 AM - 12:00 AM (Next day)', 'Thursday': '11:00 AM - 12:00 AM (Next day)', 'Friday': '11:00 AM - 12:00 AM (Next day)', 'Saturday': '11:00 AM - 12:00 AM (Next day)', 'Sunday': '10:00 AM - 12:00 AM (Next day)'}","Takes Reservations,No Delivery,No Takeout,Accepts Debit Cards",Mexican,2,Restaurant
Tacorio,4.0,4.0,2.0,,Knesebeckstr. 18/1910623 Berlin,"{'Monday': '12:00 PM - 10:00 PM', 'Tuesday': '12:00 PM - 10:00 PM', 'Wednesday': '12:00 PM - 10:00 PM', 'Thursday': '12:00 PM - 10:00 PM', 'Friday': '12:00 PM - 11:00 PM', 'Saturday': '5:00 PM - 11:00 PM', 'Sunday': 'Closed'}",,Mexican,9,Restaurant
Ambar,10.0,4.0,30.0,2.124979617741071,Bochumer Str. 510555 Berlin,"{'Monday': '4:00 PM - 1:00 AM (Next day)', 'Tuesday': '4:00 PM - 1:00 AM (Next day)', 'Wednesday': '4:00 PM - 1:00 AM (Next day)', 'Thursday': '4:00 PM - 1:00 AM (Next day)', 'Friday': '4:00 PM - 1:00 AM (Next day)', 'Saturday': '4:00 PM - 1:00 AM (Next day)', 'Sunday': '4:00 PM - 1:00 AM (Next day)'}","Takes Reservations,No Delivery,No Takeout,Accepts Debit Cards","Bars,Mexican",9,Restaurant
Zapata,12.0,4.0,5.0,5.68357350206511,Hauptstr. 510827 Berlin,"{'Monday': '12:00 PM - 12:00 AM (Next day)', 'Tuesday': '12:00 PM - 12:00 AM (Next day)', 'Wednesday': '12:00 PM - 12:00 AM (Next day)', 'Thursday': '12:00 PM - 12:00 AM (Next day)', 'Friday': '12:00 PM - 12:00 AM (Next day)', 'Saturday': '3:00 PM - 12:00 AM (Next day)', 'Sunday': '3:00 PM - 12:00 AM (Next day)'}","Takes Reservations,Offers Delivery,No Takeout,Accepts Debit Cards",Mexican,2,Restaurant
TheBurritoWindow,4.0,4.5,7.0,5.658747462834276,Kottbusser Damm 810967 Berlin,"{'Monday': '12:00 PM - 11:00 PM', 'Tuesday': '12:00 PM - 11:00 PM', 'Wednesday': '12:00 PM - 11:00 PM', 'Thursday': '12:00 PM - 11:00 PM', 'Friday': '12:00 PM - 11:00 PM', 'Saturday': '12:00 PM - 11:00 PM', 'Sunday': '12:00 PM - 11:00 PM'}","Offers Takeout,No Reservations,No Delivery,Many Vegetarian Options",Mexican,1,Restaurant
MasYMas,10.0,3.0,7.0,3.7040445376408035,Oranienstr.3110999 Berlin,{},"Offers Takeout,No Reservations,No Delivery,Accepts Debit Cards",Mexican,9,Restaurant
QuePasa,14.0,3.0,26.0,1.8852308859350893,Voxstr. 210785 Berlin,"{'Monday': '11:30 AM - 1:00 AM (Next day)', 'Tuesday': '11:30 AM - 1:00 AM (Next day)', 'Wednesday': '11:30 AM - 1:00 AM (Next day)', 'Thursday': '11:30 AM - 1:00 AM (Next day)', 'Friday': '11:30 AM - 1:00 AM (Next day)', 'Saturday': '12:00 PM - 2:00 AM (Next day)', 'Sunday': '10:00 AM - 1:00 AM (Next day)'}","Takes Reservations,Offers Delivery,Offers Takeout,Many Vegetarian Options","Mexican,Cocktail Bars",9,Restaurant
Alcatraz,124.0,3.5,91.0,5.910538322482558,Bundesplatz 610715 Berlin,"{'Monday': '4:00 PM - 12:00 AM (Next day)', 'Tuesday': '4:00 PM - 12:00 AM (Next day)', 'Wednesday': '4:00 PM - 12:00 AM (Next day)', 'Thursday': '4:00 PM - 12:00 AM (Next day)', 'Friday': '3:00 PM - 1:00 AM (Next day)', 'Saturday': '12:00 PM - 1:00 AM (Next day)', 'Sunday': '12:00 PM - 11:00 PM'}","Takes Reservations,No Delivery,No Takeout,Accepts Debit Cards",Mexican,3,Restaurant
PocoLoco,11.0,3.0,11.0,3.1876671615928256,Oderberger Str. 5210435 Berlin,"{'Monday': '12:00 PM - 12:00 AM (Next day)', 'Tuesday': '12:00 PM - 12:00 AM (Next day)', 'Wednesday': '12:00 PM - 12:00 AM (Next day)', 'Thursday': '12:00 PM - 12:00 AM (Next day)', 'Friday': '12:00 PM - 1:00 AM (Next day)', 'Saturday': '12:00 PM - 1:00 AM (Next day)', 'Sunday': '9:30 AM - 12:00 AM (Next day)'}",,Mexican,9,Restaurant
MojitoCantinaMexicana,26.0,3.5,62.0,6.155677309080539,Simon-Dach-Str. 4110245 Berlin,"{'Monday': '12:00 PM - 12:00 AM (Next day)', 'Tuesday': '12:00 PM - 12:00 AM (Next day)', 'Wednesday': '12:00 PM - 12:00 AM (Next day)', 'Thursday': '12:00 PM - 12:00 AM (Next day)', 'Friday': '12:00 PM - 12:00 AM (Next day)', 'Saturday': '12:00 PM - 12:00 AM (Next day)', 'Sunday': '12:00 PM - 12:00 AM (Next day)'}","Takes Reservations,No Delivery,No Takeout,Outdoor Seating","Cocktail Bars,Mexican",2,Restaurant
Krbiskern,25.0,4.0,44.0,5.9686278404009165,Kopernikusstr. 2310245 Berlin,"{'Monday': '4:00 PM - 2:00 AM (Next day)', 'Tuesday': '4:00 PM - 2:00 AM (Next day)', 'Wednesday': '4:00 PM - 2:00 AM (Next day)', 'Thursday': '4:00 PM - 2:00 AM (Next day)', 'Friday': '4:00 PM - 4:00 AM (Next day)', 'Saturday': '4:00 PM - 4:00 AM (Next day)', 'Sunday': '5:00 PM - 2:00 AM (Next day)'}","Takes Reservations,Offers Takeout,No Delivery,Outdoor Seating","Bars,Mexican",9,Restaurant
Maracas,15.0,4.5,6.0,12.930860403673444,Neuköllner Str. 201 - 20312357 Berlin,"{'Monday': '4:00 PM - 11:00 PM', 'Tuesday': '4:00 PM - 11:00 PM', 'Wednesday': '4:00 PM - 11:00 PM', 'Thursday': '4:00 PM - 11:00 PM', 'Friday': '4:00 PM - 12:00 AM (Next day)', 'Saturday': '4:00 PM - 12:00 AM (Next day)', 'Sunday': '2:00 PM - 10:00 PM'}","Takes Reservations,No Delivery,No Takeout,Outdoor Seating",Mexican,2,Restaurant
Mishba,15.0,3.5,10.0,2.730872390995947,Münzstr. 2410178 Berlin,{},"Offers Takeout,No Delivery,Moderate Noise,TV",Mexican,9,Restaurant
SantaCantina,8.0,3.0,9.0,6.155677309080539,Simon-Dach-Str. 2210245 Berlin,"{'Monday': 'Closed', 'Tuesday': '5:00 PM - 12:00 AM (Next day)', 'Wednesday': '5:00 PM - 12:00 AM (Next day)', 'Thursday': '5:00 PM - 12:00 AM (Next day)', 'Friday': '5:00 PM - 12:00 AM (Next day)', 'Saturday': '3:00 PM - 2:00 AM (Next day)', 'Sunday': '3:00 PM - 12:00 AM (Next day)'}","Takes Reservations,Offers Takeout,No Delivery,Outdoor Seating",Mexican,9,Restaurant
NoHabloEspaolBurritos,15.0,3.5,42.0,5.9686278404009165,Kopernikusstr. 2210245 Berlin,{},"Offers Takeout,No Reservations,No Delivery,Vegan Options","Mexican,American (Traditional)",1,Restaurant
LosTacos,4.0,3.0,5.0,34.74389877693139,Bahnhofstr. 2315711 Königs Wusterhausen,"{'Monday': '12:00 PM - 11:00 PM', 'Tuesday': '12:00 PM - 11:00 PM', 'Wednesday': '12:00 PM - 11:00 PM', 'Thursday': '12:00 PM - 11:00 PM', 'Friday': '12:00 PM - 11:00 PM', 'Saturday': '12:00 PM - 11:00 PM', 'Sunday': '12:00 PM - 11:00 PM'}","Takes Reservations,Offers Delivery,Offers Takeout,Good for Groups",Mexican,9,Restaurant
FoodCave,4.0,5.0,1.0,6.438384293537382,Modersohnstr. 5810245 Berlin,"{'Monday': '11:30 AM - 9:00 PM', 'Tuesday': '11:30 AM - 9:00 PM', 'Wednesday': '11:30 AM - 9:00 PM', 'Thursday': '11:30 AM - 5:00 PM', 'Friday': '11:30 AM - 9:00 PM', 'Saturday': 'Closed', 'Sunday': '3:00 PM - 9:00 PM'}","Offers Delivery,No Reservations,Street Parking,Free Wi-Fi","Mexican,Food Delivery",,Restaurant
Treintayseis,13.0,3.5,26.0,5.8076417382087095,Falckensteinstr. 4210997 Berlin,"{'Monday': '12:00 PM - 12:00 AM (Next day)', 'Tuesday': '12:00 PM - 12:00 AM (Next day)', 'Wednesday': '12:00 PM - 12:00 AM (Next day)', 'Thursday': '12:00 PM - 12:00 AM (Next day)', 'Friday': '12:00 PM - 12:00 AM (Next day)', 'Saturday': '12:00 PM - 12:00 AM (Next day)', 'Sunday': '12:00 PM - 12:00 AM (Next day)'}","Takes Reservations,No Delivery,No Takeout,Outdoor Seating","Mexican,Cocktail Bars,Tex-Mex",2,Restaurant
Mexico,5.0,4.0,20.0,6.653376403255987,Hertzstr. 2213158 Berlin,"{'Monday': '12:00 PM - 11:00 PM', 'Tuesday': '12:00 PM - 11:00 PM', 'Wednesday': '12:00 PM - 11:00 PM', 'Thursday': '12:00 PM - 11:00 PM', 'Friday': '12:00 PM - 12:00 AM (Next day)', 'Saturday': '12:00 PM - 12:00 AM (Next day)', 'Sunday': '12:00 PM - 11:00 PM'}","Takes Reservations,Offers Takeout,Outdoor Seating,Moderate Noise","Mexican,Cocktail Bars",2,Restaurant
MamaBurritosons,6.0,4.0,5.0,5.830214983807936,Revalerstr. 9910245 Berlin,"{'Monday': '12:00 PM - 9:00 PM', 'Tuesday': '12:00 PM - 9:00 PM', 'Wednesday': '12:00 PM - 9:00 PM', 'Thursday': '12:00 PM - 9:00 PM', 'Friday': '12:00 PM - 1:00 AM (Next day)', 'Saturday': '12:00 PM - 1:00 AM (Next day)', 'Sunday': '12:00 PM - 9:00 PM'}","Offers Delivery,Offers Takeout,No Reservations,Outdoor Seating",Mexican,1,Restaurant
SteakHouse,,4.0,1.0,265.49721031181025,Marktplatz 996337 Ludwigsstadt,{},"No Delivery,No Takeout,Outdoor Seating,Dogs Allowed","Steakhouses,Mexican",9,Restaurant
Cancn,112.0,3.0,59.0,5.33853156768567,Kaiserdamm 2414057 Berlin,"{'Monday': '11:00 AM - 1:00 AM (Next day)', 'Tuesday': '11:00 AM - 1:00 AM (Next day)', 'Wednesday': '11:00 AM - 1:00 AM (Next day)', 'Thursday': '11:00 AM - 1:00 AM (Next day)', 'Friday': '11:00 AM - 3:00 AM (Next day)', 'Saturday': '11:00 AM - 3:00 AM (Next day)', 'Sunday': '9:00 AM - 1:00 AM (Next day)'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards","Mexican,Cocktail Bars",2,Restaurant
LaCantina,,1.0,1.0,1.512768716541748,Friedrichstr. 11410117 Berlin,"{'Monday': '12:00 PM - 3:00 AM (Next day)', 'Tuesday': '12:00 PM - 3:00 AM (Next day)', 'Wednesday': '12:00 PM - 3:00 AM (Next day)', 'Thursday': '12:00 PM - 5:00 AM (Next day)', 'Friday': '12:00 PM - 5:00 AM (Next day)', 'Saturday': '1:00 PM - 5:00 AM (Next day)', 'Sunday': '1:00 PM - 1:00 AM (Next day)'}",,Mexican,9,Restaurant
MexicoCity,,1.0,1.0,,Schloßstr. 33 - 36EG12163 Berlin,{},"No Reservations,Free Wi-Fi,Accepts Debit Cards,No Outdoor Seating","Juice Bar & Smoothies,Takeaway & Fast Food,Mexican",9,Restaurant
ElBandito,10.0,3.0,28.0,14.71651917791255,Sachtlebenstr.1814165 Berlin,{},"Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards",Mexican,9,Restaurant
